id;course_id;grade
264;1;14
264;1;13
264;2;12.5
264;2;12.25
264;2;12.25
264;2;13.25
264;2;13.75
264;2;12
264;2;12
264;2;12.25
264;2;14.25
264;5;15
264;5;10
264;5;15
264;5;9
264;5;16
264;8;7
264;8;10
264;8;10
264;8;9
264;6;8
264;6;3.5
264;6;1.5
264;6;7.25
264;6;5.5
264;6;6.5
264;6;3
264;6;2.75
264;10;9.5
264;10;15
264;10;15
264;10;4.5
264;10;11
264;10;16
264;4;8
264;4;7
264;4;7
264;4;5
264;4;10
276;9;14
276;9;10
276;9;15
276;7;11
276;7;12
276;7;15
276;7;18
276;7;12
276;7;17
276;7;10.5
276;3;10.75
276;3;5
276;3;3
276;3;14
276;3;9.25
276;3;4.5
276;1;10
276;1;8
276;1;9
276;2;14
276;2;13.75
276;2;11.5
276;2;13.75
276;2;13.25
276;2;13.5
276;2;12.25
276;2;13.25
276;2;13.75
276;2;13
276;5;10
276;5;14
276;5;15
276;5;13
276;5;11
276;8;9
276;8;11.5
276;8;9
276;8;13.5
276;6;5.75
276;6;6.75
276;6;9.5
276;6;9
276;6;10.5
276;6;0
276;6;9
276;6;5.5
276;10;8.5
276;10;15
276;10;9.5
276;10;9.5
276;10;11.5
276;4;6
276;4;6
276;4;10
276;4;unknown
276;4;6
279;9;13.5
279;9;11.5
279;9;15
279;7;15
279;7;13
279;7;10.5
279;7;11.5
279;7;14
279;7;10.5
279;3;8.75
279;3;10.25
279;3;3.75
279;3;2.5
279;3;4
279;3;8.25
279;1;12
279;1;9
279;1;10
279;2;13.25
279;2;11.5
279;2;12.5
279;2;13
279;2;13.75
279;2;12.75
279;2;13
279;2;13.25
279;2;12
279;2;13.75
279;5;17
279;5;12
279;5;11
279;5;14
279;5;14
279;8;9.5
279;8;12.5
279;8;11
279;8;8.5
279;6;3.25
279;6;7.75
279;6;7
279;6;5.5
279;6;12
279;6;8.5
279;6;6
279;6;4.75
279;10;15.5
279;10;13
279;10;14.5
279;10;11
279;10;12.5
279;10;13
279;4;8
279;4;7
279;4;10
279;4;8
279;4;8
348;9;14
348;9;14
348;9;16.5
348;7;11
348;7;10
348;7;11.5
348;7;15.5
348;7;13.5
348;7;11
348;7;13
348;3;8
348;3;10
348;3;4.5
348;3;7.25
348;3;6
348;3;3.75
348;1;13
348;1;11
348;1;9
348;2;15
348;2;14
348;2;12
348;2;15.25
348;2;12
348;2;12.25
348;2;14.25
348;2;12.5
348;2;13
348;2;12
348;5;13
348;5;16
348;5;13
348;5;17
348;5;15
348;8;11
348;8;11.5
348;8;10.5
348;8;10.5
348;6;9
348;6;7
348;6;7
348;6;10.25
348;6;7
348;6;7.25
348;6;11
348;6;3.75
348;10;8
348;10;9.5
348;10;7
348;10;12.5
348;10;13.5
348;10;13.5
348;4;10
348;4;7
348;4;8
348;4;7
348;4;11
350;9;12
350;9;15.5
350;9;12.5
350;7;11.5
350;7;17.5
350;7;9.5
350;7;13.5
350;7;15
350;7;11.5
350;7;13.5
350;3;10
350;3;9.75
350;3;9.75
350;3;5
350;3;6.5
350;3;5.5
350;1;13
350;1;13
350;1;12
350;2;14.75
350;2;12.25
350;2;14.5
350;2;11.75
350;2;12.5
350;2;12.75
350;2;11.25
350;2;11.75
350;2;13.5
350;2;11
350;5;13
350;5;13
350;5;12
350;5;12
350;5;12
350;8;6.5
350;8;15
350;8;10
350;8;6
350;6;7.75
350;6;11.75
350;6;7.75
350;6;11.75
350;6;9.5
350;6;14.25
350;6;0
350;6;12.75
350;10;9
350;10;12.5
350;10;15.5
350;10;10
350;10;4
350;10;14.5
350;4;7
350;4;7
350;4;8
350;4;9
350;4;8
353;9;14.5
353;9;12.5
353;9;15.5
353;7;11.5
353;7;9
353;7;11.5
353;7;13
353;7;11
353;7;16.5
353;7;10.5
353;3;8.5
353;3;7.5
353;3;3.25
353;3;6.25
353;3;7.25
353;3;6.5
353;1;13
353;1;8
353;1;8
353;2;12
353;2;11.5
353;2;12.5
353;2;13
353;2;13.25
353;2;12
353;2;13
353;2;13.25
353;2;13.75
353;2;16.75
353;5;15
353;5;14
353;5;13
353;5;14
353;5;13
353;8;11.5
353;8;5
353;8;7.5
353;8;8.5
353;6;0.5
353;6;12.25
353;6;7.25
353;6;11.5
353;6;1.5
353;6;0
353;6;4.5
353;6;0.25
353;10;10.5
353;10;15
353;10;7
353;10;12.5
353;10;9.5
353;10;7.5
353;4;6
353;4;7
353;4;9
353;4;6
353;4;8
364;9;14
364;9;10.5
364;9;14
364;7;13.5
364;7;12
364;7;14
364;7;12.5
364;7;13.5
364;7;11
364;7;11.5
364;3;5
364;3;7
364;3;7.25
364;3;3.25
364;3;11.25
364;3;2.25
364;1;8
364;1;7
364;1;6
364;2;12
364;2;10.25
364;2;14
364;2;12.25
364;2;12.75
364;2;13.25
364;2;12
364;2;12.25
364;2;11.25
364;2;13.5
364;5;14
364;5;13
364;5;13
364;5;16
364;5;14
364;8;12.5
364;8;6.5
364;8;10.5
364;6;5.25
364;6;8.5
364;6;7.75
364;6;2.75
364;6;3.5
364;6;8.75
364;6;6.5
364;6;7
364;10;6
364;10;12.5
364;10;6
364;10;7.5
364;10;12
364;10;6.5
364;4;7
364;4;5
364;4;4
364;4;7
364;4;9
370;9;11
370;9;13.5
370;9;18
370;7;13
370;7;17.5
370;7;10
370;7;9
370;7;8
370;7;11
370;3;5.25
370;3;1
370;3;5.5
370;3;9.25
370;3;4.75
370;3;4.75
370;1;11
370;1;8
370;1;14
370;2;11.5
370;2;14.75
370;2;11.75
370;2;11.75
370;2;12
370;2;12.5
370;2;11.25
370;2;12.75
370;2;11
370;5;13
370;5;17
370;5;12
370;5;12
370;5;13
370;8;14.5
370;8;9.5
370;8;9
370;8;6.5
370;6;9.75
370;6;8.75
370;6;7
370;6;9.25
370;6;6.25
370;6;9.25
370;6;3.25
370;6;6
370;10;11.5
370;10;12.5
370;10;unknown
370;10;10.5
370;10;10.5
370;10;11.5
370;4;5
370;4;8
370;4;5
370;4;7
370;4;10
393;9;14
393;9;unknown
393;9;12
393;7;17.5
393;7;15.5
393;7;12.5
393;7;13.5
393;7;10
393;7;12.5
393;7;7.5
393;3;6
393;3;10.25
393;3;6
393;3;5.5
393;3;7
393;3;9
393;1;12
393;1;8
393;1;8
393;2;14.5
393;2;13
393;2;14.75
393;2;12.5
393;2;11.25
393;2;15
393;2;12.75
393;2;13
393;2;12.25
393;2;12.75
393;5;15
393;5;11
393;5;14
393;5;13
393;5;13
393;8;12
393;8;9
393;8;12
393;8;12
393;6;2.75
393;6;11.5
393;6;11.25
393;6;4.5
393;6;10
393;6;11.25
393;6;8.25
393;6;8
393;10;13
393;10;10.5
393;10;11.5
393;10;12
393;10;13
393;10;9.5
393;4;9
393;4;8
393;4;10
393;4;6
393;4;unknown
421;9;17
421;9;12
421;9;10
421;7;12.5
421;7;13.5
421;7;13.5
421;7;11
421;7;12.5
421;7;13.5
421;7;13.5
421;3;7.75
421;3;5.5
421;3;9.25
421;3;6.5
421;3;10
421;3;7
421;1;4
421;1;16
421;1;12
421;2;11.75
421;2;12.75
421;2;12.75
421;2;12.75
421;2;11.75
421;2;14
421;2;12
421;2;14.5
421;2;11.25
421;2;12.5
421;5;11
421;5;16
421;5;10
421;5;16
421;5;13
421;8;5.5
421;8;10.5
421;8;12
421;8;7
421;6;7.5
421;6;10
421;6;8.25
421;6;2.75
421;6;10.25
421;6;2
421;6;7.5
421;6;7.25
421;10;13
421;10;16
421;10;9.5
421;10;11
421;10;5
421;10;13.5
421;4;7
421;4;6
421;4;8
421;4;8
421;4;7
448;9;13.5
448;9;16
448;9;11
448;7;13.5
448;7;10.5
448;7;10
448;7;8.5
448;7;9.5
448;7;10
448;7;11.5
448;3;7.25
448;3;7
448;3;12
448;3;4.25
448;3;8
448;3;7.5
448;1;8
448;1;17
448;1;13
448;2;12.5
448;2;12.75
448;2;12.75
448;2;12.75
448;2;11.5
448;2;10
448;2;unknown
448;2;12.5
448;2;12
448;2;11
448;5;14
448;5;10
448;5;13
448;5;11
448;5;15
448;8;9.5
448;8;9
448;8;12
448;8;12.5
448;6;6.25
448;6;5.5
448;6;4.25
448;6;5
448;6;5.25
448;6;6
448;6;unknown
448;6;9.5
448;10;10
448;10;16.5
448;10;4.5
448;10;11
448;10;10.5
448;10;10.5
448;4;10
448;4;7
448;4;7
448;4;4
448;4;7
501;9;13
501;9;15
501;9;11.5
501;7;13.5
501;7;12
501;7;10
501;7;13
501;7;11
501;7;12.5
501;7;12.5
501;3;7.5
501;3;0
501;3;6.5
501;3;7.25
501;3;7
501;3;9.25
501;1;6
501;1;8
501;1;12
501;2;14.75
501;2;13.5
501;2;13.5
501;2;14
501;2;10.75
501;2;10.5
501;2;13
501;2;13.75
501;2;15.25
501;2;12.25
501;5;13
501;5;13
501;5;12
501;5;16
501;5;10
501;8;8
501;8;11
501;8;7.5
501;8;10
501;6;6.25
501;6;11
501;6;9.25
501;6;7.75
501;6;1.25
501;6;9.75
501;6;7.75
501;6;5.25
501;10;15
501;10;14.5
501;10;9
501;10;7
501;10;9.5
501;10;3.5
501;4;7
501;4;7
501;4;6
501;4;6
501;4;9
505;9;15
505;9;13
505;9;13.5
505;7;7
505;7;8.5
505;7;10.5
505;7;13.5
505;7;6.5
505;7;11.5
505;7;10
505;3;12.75
505;3;5.25
505;3;9.5
505;3;6.75
505;3;3
505;3;5.25
505;1;9
505;1;11
505;1;14
505;2;13.5
505;2;13.75
505;2;13.75
505;2;12.5
505;2;13.75
505;2;11.5
505;2;13.5
505;2;13.5
505;2;12.75
505;2;12.5
505;5;12
505;5;8
505;5;10
505;5;13
505;5;16
505;8;11.5
505;8;8
505;8;11
505;8;11
505;6;4.25
505;6;11.25
505;6;9.25
505;6;10
505;6;7
505;6;10.25
505;6;10.25
505;6;10.5
505;10;15.5
505;10;10.5
505;10;13.5
505;10;16.5
505;10;11.5
505;10;9
505;4;7
505;4;7
505;4;6
505;4;9
511;9;15
511;9;13.5
511;9;13.5
511;7;13
511;7;7.5
511;7;10.5
511;7;14
511;7;7.5
511;7;9
511;7;9
511;3;8.75
511;3;4.25
511;3;5
511;3;7
511;3;5
511;1;11
511;1;9
511;1;8
511;2;13.5
511;2;12
511;2;11.5
511;2;12.75
511;2;12.5
511;2;13
511;2;13.5
511;2;13.25
511;2;12.25
511;2;13.5
511;5;17
511;5;16
511;5;16
511;5;13
511;5;12
511;8;6.5
511;8;8.5
511;8;12.5
511;8;9
511;6;3.25
511;6;15
511;6;11.25
511;6;9
511;6;5.75
511;6;5.75
511;6;12.75
511;6;6.75
511;10;15.5
511;10;7.5
511;10;13
511;10;unknown
511;10;7.5
511;10;9
511;4;7
511;4;6
511;4;7
511;4;5
511;4;8
513;9;10.5
513;9;13.5
513;9;12.5
513;7;12.5
513;7;5.5
513;7;11
513;7;10
513;7;15
513;7;13
513;7;11.5
513;3;10.5
513;3;7.25
513;3;5
513;3;2.5
513;3;7.75
513;3;8.75
513;1;7
513;1;9
513;1;8
513;2;11.5
513;2;13
513;2;13.5
513;2;9.25
513;2;11.25
513;2;13.5
513;2;11.75
513;2;10.25
